,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
5497,871890174,20190911,,,,,SGP,SINGAPORE,SGP,,30,0.882393587617467,,,Singapore,SN,https://www.traveldailynews.asia/index.php/expedia-group-and-ai-singapore-ink-to-develop-ai-solution-t
5502,872098060,20190912,BUS,INDUSTRY,,BUS,,,,,60,1.42123748708049,United States,US,,,https://www.texasguardian.com/news/262384826/online-travel-market-size-share-segmentation-growth-analysis-report-2019---airbnb-expedia-fareportal-hostelworld-makemytrip-priceline-thomas-cook-tripadvisor-trivago-tui
5503,872348097,20190912,SGP,SINGAPORE,SGP,,CVL,TRAVELLER,,CVL,90,3.63288718929254,Singapore,SN,Singapore,SN,https://www.channelnewsasia.com/news/business/expedia-ai-singapore-in-s-360-000-project-to-improve-online-11894582
5504,872805287,20190915,BUS,COMPANIES,,BUS,,,,,10,4.3115438108484,Singapore,SN,,,https://www.traveldailynews.asia/index.php/expedia-group-and-ai-singapore-to-develop-ai-solution-t
5509,872863693,20190915,BUS,COMPANY,,BUS,,,,,20,-1.81818181818182,"South Carolina, United States",US,,,https://www.postandcourier.com/business/amazon-took-the-same-road-as-expedia-in-sc-tax/article_7282e9da-d4ae-11e9-9cc8-e304bcc9daf3.html
5516,873275427,20190917,BUS,AIRLINE,,BUS,,,,,36,0.53134962805526,"Agoda, Indonesia (general), Indonesia",ID,,,https://skift.com/2019/09/17/marriott-and-expedia-exclusive-agreement-will-retake-control-of-wholesale-rates/
5518,873280892,20190917,,,,,GBR,UNITED KINGDOM,GBR,,42,3.89064143007361,,,"Lake District, Cumbria, United Kingdom",UK,https://www.traveldailymedia.com/expedias-overview-of-travel-trends-in-the-uk-for-first-half-of-2019/
5532,873366566,20190917,,,,,BUS,AIRLINE,,BUS,57,-2.92397660818714,,,"Chicago, Illinois, United States",US,https://atwonline.com/it-distribution/united-expedia-sign-multi-year-contract-resolve-legal-dispute
5534,873853699,20190919,AUS,AUSTRALIA,AUS,,BUS,BUSINESS,,BUS,13,-0.957916995652845,,,,,https://news.yahoo.com/expedia-ceo-unfazed-airbnb-growing-143505182.html
5536,874696304,20190923,GBR,BRITAIN,GBR,,,,,,120,-2.85714285714286,Belgium,BE,,,https://qz.com/1714157/thomas-cook-is-bust-because-the-age-of-empire-was-easier-than-that-of-expedia/
5539,874995045,20190924,CVL,SETTLEMENT,,CVL,IRL,IRISH,IRL,,40,-4.03210338028923,"Alabama, United States",US,"Alabama, United States",US,https://ca.finance.yahoo.com/news/ryanair-expedia-settle-screen-scraping-173522386.html
5548,875056859,20190924,BUS,TOURISM INDUSTRY,,BUS,USAPRI,PUERTO RICO,USA,,43,1.60320641282565,Puerto Rico,RQ,Puerto Rico,RQ,https://sflcn.com/expedia-group-reinforced-its-support-with-its-puerto-rico-partners/
5552,875352452,20190926,GOV,PRESIDENT,,GOV,,,,,15,-1.66872885077118,,,,,https://www.travelweekly.com/Travel-News/Hotel-News/Handing-Expedia-its-wholesale-sales-gives-Marriott-retail-rate-control
5553,875794973,20190927,,,,,CUB,CUBA,CUB,,170,-0.79744816586922,,,"Hicacos, HolguÃ­CU, Cuba",CU,https://www.geekwire.com/2019/lawsuit-cuban-resorts-accuses-expedia-trafficking-confiscated-property-seized-castro-revolution/
5558,876309724,20190930,BUS,AIRLINE,,BUS,USA,BOSTON,USA,,42,-1.53846153846154,Turkey,TU,Turkey,TU,https://www.seattletimes.com/life/travel/travel-troubleshooter-expedia-fixes-name-on-plane-ticket-for-hefty-charge/
5561,876316682,20190930,,,,,BUS,INDUSTRY,,BUS,57,-1.20048019207684,,,United Kingdom,UK,http://www.hotelnewsnow.com/articles/298342/Expedia-Marriott-deal-Who-is-the-industrys-enemy-now
5564,876449753,20191001,HLH,HOSPITAL,,HLH,,,,,70,1.13507377979569,"Delhi, Delhi, India",IN,,,https://yourstory.com:443/2019/09/healthcare-startup-lyfboat-medical-tourism-expedia
5565,876971511,20191003,,,,,BUS,COMPANY,,BUS,14,0.375330220014284,,,,,https://www.seattletimes.com/business/real-estate/expedia-campus-opens-next-week-to-first-employees-the-wi-fi-rocks-await/
5570,877350979,20191004,BUS,BUSINESS,,BUS,,,,,43,9.12408759124088,Chile,CI,,,https://www.moultrienews.com/news/business/expedia-cruiseshipcenters-opens-location-in-mount-pleasant/article_273861be-e613-11e9-98f4-03d828fba0e4.html
5572,877495287,20191005,LAB,EMPLOYEE,,LAB,,,,,080,0.0,,,,,https://mynorthwest.com/1541328/seattle-expedia-campus-interbay/
5573,877821560,20191007,USA,SEATTLE,USA,,CVL,NEIGHBORHOOD,,CVL,192,-4.33159073935773,,,,,https://www.kiro7.com/news/local/first-set-of-expedia-workers-to-move-to-new-headquarters-may-affect-monday-s-commute/994449226
5574,877928316,20191007,,,,,SPY,INTELLIGENCE,,SPY,40,1.78571428571429,,,,,https://www.geekwire.com/2019/ask-geekwire-summit-speakers-submit-questions-expedia-ceo-microsoft-president-leaders/
5576,877958141,20191007,LAB,EMPLOYEE,,LAB,USA,SEATTLE,USA,,43,2.25766442285154,,,,,https://www.sfgate.com/news/article/Expedia-employees-begin-move-into-new-Seattle-14498793.php
5580,877961477,20191007,USA,SEATTLE,USA,,BUS,COMPANY,,BUS,192,2.2508038585209,,,,,https://www.king5.com/article/tech/expedia-begins-move-from-bellevue-to-seattle/281-93c52582-a4a5-403a-9a4f-d6b94a7d4434
5581,883139285,20191030,BUS,BUSINESS,,BUS,,,,,111,3.09531941006399,Mexico,MX,,,https://finance.yahoo.com/news/launch-swoop-getaways-powered-expedia-120000067.html
5586,883192775,20191030,AUS,AUSTRALIA,AUS,,,,,,14,-1.85383453062307,Australia,AS,,,https://www.afr.com/property/commercial/online-travellers-spend-more-expedia-lashes-posturing-hotels-20191030-p535nt
5588,883437569,20191031,LEG,PARLIAMENT,,LEG,BUS,INDUSTRY,,BUS,83,0.64516129032258,Australia,AS,Australia,AS,https://www.smartcompany.com.au/finance/tax/gst-ato-booking-expedia/
5589,884196752,20191104,,,,,BUS,BUSINESS,,BUS,42,0.515232443655297,,,"Vancouver, British Columbia, Canada",CA,https://theprovince.com/news/local-news/expedia-bookings-and-tripadvisor-should-join-airbnb-in-forcing-hosts-to-licence-says-vancouver-staff/wcm/f2768484-76a4-47df-bbc2-db909e3fe736
5593,884816375,20191106,BUS,BUSINESS,,BUS,MNCUSAMED,COMCAST,USA,MNC,46,3.00120048019208,"New York, United States",US,"New York, United States",US,https://www.geekwire.com/2019/tech-moves-onelogin-snags-former-docusign-expedia-security-leader-hootsuites-longtime-ceo-steps-former-vulcan-exec-moves-pemco/
5600,884866180,20191106,BUS,COMPANY,,BUS,LAB,EMPLOYEE,,LAB,192,0.0,,,,,https://www.geekwire.com/2019/expedia-stock-sinks-13-q3-earnings-miss-profit-estimates/
5601,884866955,20191106,LAB,EMPLOYEE,,LAB,USA,SEATTLE,USA,,192,0.57061340941513,,,,,https://www.geekwire.com/2019/google-moves-travel-expedia-group-ceo-calls-level-playing-field-search-results/
5603,886736422,20191115,,,,,BUS,CEOS,,BUS,46,-1.36054421768708,,,"Dubai, Dubayy, United Arab Emirates",AE,https://www.zawya.com/mena/en/press-releases/story/Expedia_groups_Mark_Okerstrom_joins_more_than_750_CEOs_in_committing_to_advance_diversity_and_inclusion_in_the_workplace-ZAWYA20191115044808/
5607,886770059,20191115,NMR,NORTH AMERICA,NMR,,,,,,90,2.10727969348659,United States,US,,,https://www.traveldailynews.com/post/research-shows-reducing-friction-matters-expedia-group-prioritizes-for-travelers-and-partners
5609,886877494,20191115,USA,LAS VEGAS,USA,,GOV,PRESIDENT,,GOV,112,-3.1753243122344,"Nebraska, United States",US,"Nebraska, United States",US,https://www.msn.com/en-us/travel/news/how-expedia-is-punishing-hotels-who-want-to-charge-you-hidden-fees/ar-BBWPcBP
5611,887900703,20191120,CAN,CANADA,CAN,,,,,,51,2.79329608938547,"Niagara Falls, Ontario, Canada",CA,,,https://sg.news.yahoo.com/expedias-list-top-trending-countries-2020-spain-canada-162015672.html
5623,887964329,20191120,,,,,BUS,COMPANY,,BUS,50,2.78969957081545,,,"Florida, United States",US,https://finance.yahoo.com/news/booking-holdings-expedia-arms-race-232046269.html
5625,888004948,20191121,,,,,BUS,COMPANY,,BUS,50,2.78969957081545,,,"Florida, United States",US,https://skift.com/2019/11/20/booking-holdings-and-expedia-in-arms-race-to-deliver-the-connected-trip/
5627,888038418,20191121,CAN,CANADA,CAN,,,,,,51,2.95857988165681,"Tenerife, AndalucÃ­SP, Spain",SP,,,https://www.thesundaily.my/style-life/going-places/expedia-s-list-of-top-trending-countries-for-2020-IF1632587
5640,888125677,20191121,BUS,COMPANY,,BUS,USAGOV,SEATTLE,USA,GOV,43,3.04259634888438,,,,,https://www.geekwire.com/2019/expedia-seattle-debut-affordability-tool-help-residents-find-city-services/
5642,888255630,20191122,CVL,NEIGHBORHOOD,,CVL,USA,UNITED STATES,USA,,40,-1.15606936416185,"Concow, California, United States",US,"Concow, California, United States",US,https://www.actionnewsnow.com/content/news/Ca-Insurance-Commissioner-demands-expediated-claims-565278162.html
5643,888274731,20191122,,,,,BUS,CEOS,,BUS,46,1.42857142857143,,,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,https://www.traveldailynews.asia/expedia-groups-mark-okerstrom-joins-more-than-750-ceos-in-c
5647,888726371,20191124,SPY,INTELLIGENCE,,SPY,,,,,192,1.04493207941484,Singapore,SN,,,https://skift.com/2019/11/24/booking-and-expedia-battle-to-offer-connected-trips-and-18-other-top-digital-stories-this-week/
5648,888875599,20191125,ARE,DUBAI,ARE,,FRA,PARIS,FRA,,43,4.20702179176756,"Dubai, Dubayy, United Arab Emirates",AE,"Paris, France (general), France",FR,https://www.plymouthherald.co.uk/news/uk-world-news/expedia-launches-black-friday-flight-3575702
5653,888879041,20191125,ARE,UNITED ARAB EMIRATES,ARE,,GRC,GREECE,GRC,,100,0.775193798449608,"Chania, Perifereia Thessalias, Greece",GR,"Chania, Perifereia Thessalias, Greece",GR,https://www.lonelyplanet.com/articles/expedia-vrbo-2020-trends
5655,889023465,20191126,ARE,DUBAI,ARE,,FRA,PARIS,FRA,,43,4.16666666666667,"Dubai, Dubayy, United Arab Emirates",AE,"Paris, France (general), France",FR,https://www.bristolpost.co.uk/news/expedia-launches-black-friday-flight-3575702
5660,889104438,20191126,,,,,THA,BANGKOK,THA,,43,3.36391437308868,,,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,https://www.mirror.co.uk/travel/news/expedia-black-friday-deals-best-20962586
5668,889369395,20191127,MED,WEBSITE,,MED,MNCUSAMED,GOOGLE,USA,MNC,42,0.50441361916772,United States,US,United States,US,https://seekingalpha.com/article/4309312-expedia-group-moat-declining-margins-sell
5671,890471267,20191203,BUS,COMPANIES,,BUS,CVL,TRAVELER,,CVL,20,2.5943396226415,"Dublin, Dublin, Ireland",EI,"Dublin, Dublin, Ireland",EI,http://www.globenewswire.com/news-release/2019/12/03/1955352/0/en/Online-Travel-Market-Report-2019-Featuring-Expedia-Booking-Holdings-Oyo-Airbnb-Hilton-TripAdvisor-SkyScanner.html
5672,890789775,20191204,,,,,BUS,COMPANY,,BUS,190,1.21212121212122,,,"New York, United States",US,https://finance.yahoo.com/news/expedia-ceo-cfo-quit-clash-141957300.html
5675,890802425,20191204,MNCUSA,PIPER JAFFRAY,USA,MNC,BUS,INVESTOR,,BUS,110,-1.82926829268292,,,,,https://www.marketwatch.com/story/expedia-stock-soars-after-ceo-and-cfo-are-ousted-in-disagreement-with-board-2019-12-04
5676,890805755,20191204,MNCUSAMED,GOOGLE,USA,MNC,,,,,90,-0.813225466071048,"Bengaluru, Karnataka, India",IN,,,https://whbl.com/news/articles/2019/dec/04/expedia-ceo-cfo-resign-after-disagreement-with-board/963508/
5677,890853884,20191204,,,,,MNCUSA,EXPEDIA INC,USA,MNC,43,-0.72815533980583,,,"Sun Valley, Idaho, United States",US,https://www.oann.com/expedia-ceo-cfo-resign-after-clash-over-strategy-with-board/
5681,890866175,20191204,BUS,INVESTOR,,BUS,MNCUSA,PIPER JAFFRAY,USA,MNC,110,-0.19071837253655,,,,,https://skift.com/2019/12/04/the-rise-and-fall-of-mark-okerstrom-as-expedia-ceo/
5682,890919429,20191205,USA,SEATTLE,USA,,BUS,COMPANY,,BUS,10,-0.63578564940963,,,,,https://www.seattletimes.com/business/technology/expedias-two-top-execs-pushed-out-as-chairman-diller-asserts-control/
5683,891327352,20191206,CHE,SWITZERLAND,CHE,,,,,,010,4.78170478170478,China,CH,,,https://www.livebitcoinnews.com/lolli-and-expedia-join-hands-to-give-travelers-btc-rewards/
5684,891473317,20191207,BUS,COMPANY,,BUS,GOVBUS,SECURITIES AND EXCHANGE COMMISSION,,GOV,50,0.0,,,,,https://www.barrons.com/articles/expedia-director-sam-altman-bought-stock-ceo-mark-okerstrom-51575480119
5686,891677835,20191209,,,,,BUS,COMPANY,,BUS,192,0.934724048654136,,,,,https://www.traveltrends.biz/cost-cuts-on-the-way-at-free-spending-expedia-it-makes-sense/
5687,891691499,20191209,,,,,THA,THAILAND,THA,,42,2.53025302530253,,,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,http://www.ttgasia.com/2019/12/09/big-data-technology-drive-expedia-and-homeaways-growth-in-apac/
5696,891696646,20191209,FRA,LORRAINE,FRA,,,,,,14,-1.07758620689655,,,,,https://www.travelweekly.com/Travel-News/Travel-Technology/Expedia-leadership-shakeup-leaves-analysts-surprised-and-skeptical
5699,892121728,20191210,AFR,AFRICA,AFR,,,,,,51,-1.30979498861048,China,CH,,,https://skift.com/2019/12/10/who-will-be-expedias-new-ceo/
5708,892278444,20191211,,,,,CHN,CHINA,CHN,,42,3.62573099415205,,,"Melbourne, Victoria, Australia",AS,https://skift.com/2019/12/11/qantas-expedia-and-others-eye-this-australian-luxury-online-travel-agency-heres-why/
5716,892512694,20191212,BUS,COMPANY,,BUS,,,,,12,-2.25988700564972,Indonesia,ID,,,https://skift.com/2019/12/12/the-way-forward-for-expedia-may-include-selling-off-businesses/
5721,892523629,20191212,BUS,INVESTOR,,BUS,,,,,186,-1.13636363636363,,,,,https://www.barrons.com/articles/expedia-stock-could-bounce-back-after-resignations-51576150200
5722,892877679,20191213,BUS,COMPANY,,BUS,,,,,10,-2.05761316872428,"Pennsylvania, United States",US,,,https://fox43.com/2019/12/13/ag-josh-shapiro-reaches-settlement-with-expedia-orbitz-in-2018-data-breach/
5724,893324995,20191216,USA,UNITED STATES,USA,,,,,,171,-1.89701897018971,"Pennsylvania, United States",US,,,https://www.infosecurity-magazine.com/news/orbitz-and-expedia-agree-data/
5725,894150872,20191220,,,,,LAB,EMPLOYEE,,LAB,26,-0.213451995901723,,,,,https://news.yahoo.com/barry-diller-told-anxious-expedia-034759030.html
5726,894331343,20191221,BUS,INVESTOR,,BUS,MED,MEDIA,,MED,51,-2.20588235294117,,,,,https://www.foxbusiness.com/markets/barry-diller-tries-to-quell-concerns-at-expedia-makes-move-care
5727,894387021,20191221,,,,,fan,FANG,,,20,2.64900662251656,,,"Leju, Guizhou, China",CH,http://galusaustralis.com/2019/12/253285/o2o-online-to-offline-commerce-market-impressive-gains-including-key-players-booking-holdings-didi-chuxing-expedia-uber-airbnb/
5731,894571410,20191222,,,,,AUS,AUSTRALIA,AUS,,46,0.6060606060606,,,Australia,AS,https://skift.com/2019/12/22/expedias-anxious-workers-and-12-other-top-digital-stories-this-week/
5745,894648139,20191223,AUS,AUSTRALIAN,AUS,,WSM,SAMOA,WSM,,43,3.54609929078014,Australia,AS,Samoa,WS,https://www.dailymail.co.uk/femail/article-7820313/Travel-giant-Expedia-reveals-hottest-destinations-Australians-visit-2020.html
5751,895999562,20191231,CAN,CANADIAN,CAN,,CANCVL,CANADA,CAN,CVL,42,1.3671875,"Winnipeg, Manitoba, Canada",CA,"Winnipeg, Manitoba, Canada",CA,https://news.yahoo.com/top-2020-travel-destinations-expedia-162442800.html
5757,900276754,20200120,CAN,CANADIAN,CAN,,,,,,172,1.13636363636363,"Sussex, New Brunswick, Canada",CA,,,https://www.campaignlive.co.uk/article/expedia-releases-tactical-canada-ad-following-harry-meghan-news/1671270
5758,900568152,20200121,BUS,COMPANY,,BUS,MNCUSAMED,GOOGLE,USA,MNC,84,1.05708245243129,,,,,https://www.geekwire.com/2020/google-wades-deeper-expedias-territory-new-travel-cloud-pact-sabre/
5760,900578437,20200121,CAN,CANADIAN,CAN,,,,,,172,1.1904761904762,"Sussex, New Brunswick, Canada",CA,,,https://www.prweek.com/article/1671297/expedia-releases-tactical-canada-ad-following-harry-meghan-news
5761,900697627,20200122,,,,,BUS,INDUSTRY,,BUS,40,0.74626865671642,,,"Nassau, New Providence, Bahamas, The",BF,https://sflcn.com/expedia-group-shares-relevant-insights-with-their-caribbean-travel-partners/
5764,900918564,20191224,USA,UNITED STATES,USA,,BUS,COMPANY,,BUS,90,-1.11223458038422,"Hollywood, California, United States",US,"Hollywood, California, United States",US,https://www.businessinsider.com/expedia-ceo-search-barry-diller-interim-2020-1
5769,901117873,20200123,,,,,BHS,BAHAMA,BHS,,42,4.43037974683544,,,"Bahamas, The",BF,https://www.jacksonville.com/business/20200123/expedia-cruiseshipcenters---jacksonville-hosts-grand-opening
5781,901711717,20200127,,,,,GRC,GREECE,GRC,,36,2.40384615384615,,,Greece,GR,https://news.gtp.gr/2020/01/24/discover-the-world-greece-partners-with-expedias-hotels-com/
5783,901969043,20200128,BUS,COMPANY,,BUS,,,,,020,0.98684210526316,"Mumbai, Maharashtra, India",IN,,,https://yourstory.com:443/2020/01/bootstrapped-startup-coworking-skootr-economist-expedia
5784,902167839,20200128,GBR,LONDON,GBR,,,,,,036,0.0,"Sydney, New South Wales, Australia",AS,,,https://mumbrella.com.au/expedia-global-leader-and-10travlr-commercial-boss-to-speak-at-mumbrella-travel-marketing-summit-614733
5785,902578929,20200130,MED,WEBSITE,,MED,,,,,111,-0.835254567901353,United States,US,,,https://www.traveldailynews.asia/research-shows-reducing-friction-matters-expedia-group-prio
5788,902769140,20200131,DZA,CONSTANTINE,DZA,,,,,,120,-2.734375,,,,,https://www.king5.com/article/news/local/expedia-supports-a-king-county-business-tax-to-address-homelessness-while-critics-speak-out/281-d61d119c-0e2d-4d3b-87dd-035872f37ffe
5790,903131659,20200201,JUD,ATTORNEY,,JUD,,,,,10,-6.9164265129683,"Munich, Bayern, Germany",GM,,,https://www.jpost.com/Diaspora/Antisemitism/German-lawyer-sues-Expedia-for-denying-service-to-Israeli-616175
5803,905503620,20200212,BUS,COMPANIES,,BUS,IGOUNO,THE UN,,IGO,46,-2.04678362573099,"Riyad, Ar Riya?, Saudi Arabia",SA,"Riyad, Ar Riya?, Saudi Arabia",SA,https://www.channelnewsasia.com/news/world/un-identify-firms-israel-settlement-airbnb-expedia-tripadvisor-12428302
5809,905512756,20200212,,,,,BUS,COMPANIES,,BUS,20,-4.0520984081042,,,Israel,IS,https://www.independent.co.uk/news/world/middle-east/west-bank-israel-expedia-trip-advisor-booking-un-settlements-a9332181.html
5822,905863473,20200214,NMR,NORTH AMERICA,NMR,,,,,,84,0.31496062992126,"Cambridge, Cambridgeshire, United Kingdom",UK,,,https://www.cnbc.com/2020/02/13/stocks-making-the-biggest-moves-after-hours-roku-nvidia-expedia-and-more.html
5824,906015408,20200214,CHN,CHINA,CHN,,BUS,INVESTOR,,BUS,10,-1.97215777262181,Macau,MC,Macau,MC,https://www.marketwatch.com/story/coronavirus-update-1383-deaths-more-than-63000-sickened-expedia-predicts-impact-beyond-q1-2020-02-14
5825,907833870,20200223,BUS,AIRLINE,,BUS,MED,PUBLISHER,,MED,43,1.44927536231884,Saudi Arabia,SA,Saudi Arabia,SA,http://www.ttnworldwide.com/Article/303055/Expedia-Group-records-growth-in-Saudi-visitors-to-UAE
5827,908185166,20200225,BUS,COMPANY,,BUS,,,,,90,-0.83533928532222,"Bengaluru, Karnataka, India",IN,,,https://uk.reuters.com/article/uk-expedia-group-layoffs/expedia-to-cut-3000-jobs-idUKKCN20J09W
5828,908198705,20200225,BUS,COMPANY,,BUS,USAMED,REUTERS,USA,MED,90,-0.78740157480315,,,,,https://www.moneycontrol.com/news/business/expedia-to-cut-3000-jobs-4973821.html
5829,908254165,20200225,,,,,HIN,HINDU,,,42,-0.75757575757576,,,,,https://www.thehindubusinessline.com/companies/travel-giant-expedia-to-cut-3000-jobs/article30912143.ece
5831,908313955,20200225,MNC,MASTERCARD,,MNC,BUS,AIRLINE,,BUS,130,-1.12570356472796,United Kingdom,UK,United Kingdom,UK,https://www.marketscreener.com/news/GLOBAL-MARKETS-LIVE-Boeing-gets-2020-s-first-order-Expedia-slashes-3000-jobs--30059892/
5832,908315877,20200225,LEG,REPRESENTATIVES,,LEG,,,,,214,-2.54777070063694,,,,,https://www.travelweekly.com/Travel-News/Travel-Agent-Issues/Expedia-cutting-about-3000-jobs
5833,908335502,20200225,LAB,EMPLOYEE,,LAB,USA,SEATTLE,USA,,111,-0.8,,,,,https://mynorthwest.com/1733824/expedia-layoffs-seattle-february-2020/
5834,908337898,20200225,BUS,COMPANY,,BUS,LAB,EMPLOYEE,,LAB,42,0.31974420463629,Ireland,EI,Ireland,EI,https://www.prdaily.com/expedia-to-lay-off-thousands-influencer-marketing-trends-and-tsa-clarifies-its-tiktok-stand/
5838,908347620,20200225,,,,,USA,UNITED STATES,USA,,60,-3.29606936442479,,,"Idaho, United States",US,https://www.thestranger.com/slog/2020/02/25/42966238/slog-am-expedia-will-cut-12-of-employees-irans-deputy-health-minister-has-coronavirus-hot-pockets-heiress-faces-jail-time
